iid_pid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,nb,duo,culture,indoors,sport,social
5130.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,13.0,16.0,376,0.0,0.36809013956465486,0.0,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,0.0,8.0,9.0,7.0,7.0,7.0,8.0,26.0,9.0,1.0,1.0,1.0,20001.0,19264.0,5.0,6.0,1.0,13.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,0.0,30.0,4.999999999999999,9.999999999999998,19.999999999999996,30.0,4.999999999999999,1,376_346,4.0,4.0,1.25,7.25
5129.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,11.0,15.0,375,0.0,0.0626061484483265,0.0,27.0,2.0,30.0,20.0,15.0,15.0,8.0,12.0,1.0,5.0,6.0,7.0,6.0,7.0,7.0,25.0,9.0,1.0,4.0,3.0,15767.0,22228.0,4.0,6.0,2.0,9.0,3.0,1.0,6.0,8.0,4.0,4.0,2.0,2.0,8.0,5.0,5.0,5.0,8.0,4.0,8.0,8.0,5.0,5.0,0.0,20.341055591914294,12.244208306064278,18.210102746872852,21.448841661212857,22.755791693935716,5.0,1,375_346,5.25,5.5,3.0,7.0
5128.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,15.0,14.0,374,0.0,-0.10763527271138097,0.0,30.0,4.0,50.0,10.0,10.0,10.0,5.0,15.0,0.0,5.0,5.0,6.0,5.0,5.0,5.0,26.0,9.0,1.0,1.0,1.0,20001.0,19264.0,5.0,6.0,1.0,13.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,0.0,30.0,5.0,10.0,20.0,30.0,5.0,1,374_346,4.0,4.0,1.25,7.25
5127.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,5.0,13.0,373,1.0,0.4064608750342728,0.0,29.0,3.0,75.0,5.0,5.0,10.0,0.0,5.0,1.0,8.0,8.0,9.0,6.0,8.0,9.0,25.0,10.0,2.0,4.0,4.0,15435.0,22461.0,3.0,7.0,3.0,8.0,3.0,1.0,6.0,8.0,4.0,4.0,2.0,3.0,8.0,6.0,6.0,5.0,7.0,5.0,8.0,8.0,5.0,6.0,0.0,19.58260743101398,12.813044426739514,18.854783683638114,21.5626088853479,22.186955573260484,4.999999999999999,1,373_346,5.25,5.833333333333333,3.0,7.25
5126.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,4.0,12.0,372,1.0,0.20316921131428414,0.0,27.0,2.0,30.0,15.0,15.0,20.0,5.0,15.0,1.0,9.0,9.0,8.0,8.0,8.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,0.0,9.999999999999998,19.999999999999996,27.0,23.0,14.999999999999998,4.999999999999999,1,372_346,6.5,7.333333333333333,4.75,7.0
5125.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,9.0,11.0,371,0.0,-0.047400829435914754,0.0,27.0,2.0,40.0,0.0,10.0,50.0,0.0,0.0,1.0,9.0,7.0,4.0,5.0,5.0,5.0,25.0,9.0,1.0,4.0,3.0,15738.0,22248.0,4.0,6.0,2.0,9.0,3.0,1.0,6.0,8.0,4.0,4.0,2.0,2.0,8.0,5.0,5.0,5.0,8.0,4.0,8.0,8.0,5.0,5.0,0.0,20.274104823708363,12.294421382218726,18.267010899847886,21.458884276443744,22.705578617781274,5.0,1,371_346,5.25,5.5,3.0,7.0
5124.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,6.0,10.0,370,1.0,0.10629078199225396,0.0,28.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,1.0,8.0,10.0,10.0,10.0,9.0,10.0,25.0,10.0,2.0,4.0,4.0,15551.0,22379.0,3.0,7.0,3.0,8.0,3.0,1.0,6.0,8.0,4.0,4.0,2.0,3.0,8.0,6.0,6.0,5.0,7.0,5.0,8.0,8.0,5.0,6.0,0.0,19.84814312675615,12.61389265493289,18.629078342257277,21.522778530986578,22.386107345067114,5.0,1,370_346,5.25,5.833333333333333,3.0,7.25
5123.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,12.0,9.0,369,0.0,-0.07120915713038346,0.0,25.0,2.0,17.0,18.0,28.0,27.0,5.0,5.0,1.0,10.0,8.0,10.0,9.0,10.0,7.0,25.0,10.0,2.0,4.0,4.0,15474.0,22434.0,3.0,7.0,3.0,8.0,3.0,1.0,6.0,8.0,4.0,4.0,2.0,3.0,8.0,6.0,6.0,5.0,7.0,5.0,8.0,8.0,5.0,6.0,0.0,19.67036154968779,12.747228837734157,18.780192682765378,21.54944576754683,22.25277116226584,4.999999999999999,1,369_346,5.25,5.833333333333333,3.0,7.25
5122.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,8.0,8.0,368,0.0,0.4196753081655412,0.0,24.0,6.0,20.0,10.0,25.0,20.0,10.0,15.0,1.0,9.0,8.0,8.0,8.0,7.0,8.0,25.0,10.0,2.0,4.0,4.0,15604.0,22342.0,3.0,7.0,3.0,8.0,3.0,1.0,6.0,8.0,4.0,4.0,2.0,3.0,8.0,6.0,6.0,5.0,7.0,5.0,8.0,8.0,5.0,6.0,0.0,19.96753212592107,12.5243509055592,18.52759769296709,21.504870181111837,22.4756490944408,5.0,1,368_346,5.25,5.833333333333333,3.0,7.25
5121.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,10.0,7.0,367,1.0,0.3300479226615609,0.0,27.0,2.0,30.0,15.0,20.0,25.0,5.0,5.0,1.0,9.0,7.0,8.0,8.0,8.0,8.0,25.0,9.0,1.0,4.0,3.0,15639.0,22318.0,4.0,6.0,2.0,9.0,3.0,1.0,6.0,8.0,4.0,4.0,2.0,2.0,8.0,5.0,5.0,5.0,8.0,4.0,8.0,8.0,5.0,5.0,0.0,20.047924423991518,12.464056682006364,18.45926423960721,21.492811336401275,22.53594331799364,5.000000000000001,1,367_346,5.25,5.5,3.0,7.0
5120.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,17.0,6.0,366,1.0,0.25512432620691244,0.0,27.0,2.0,14.0,18.0,17.0,16.0,15.0,20.0,1.0,10.0,8.0,8.0,9.0,8.0,8.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,0.0,10.0,20.0,27.0,23.0,14.999999999999998,5.0,1,366_346,6.5,7.333333333333333,4.75,7.0
5119.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,14.0,5.0,365,0.0,-0.01801500575038235,0.0,30.0,2.0,31.579999923706055,10.529999732971191,15.789999961853027,21.049999237060547,10.529999732971191,10.529999732971191,0.0,9.0,7.0,9.0,9.0,9.0,8.0,25.0,10.0,2.0,4.0,4.0,15542.0,22385.0,3.0,7.0,3.0,8.0,3.0,1.0,6.0,8.0,4.0,4.0,2.0,3.0,8.0,6.0,6.0,5.0,7.0,5.0,8.0,8.0,5.0,6.0,0.0,19.827713988246792,12.629214508814904,18.646443109990226,21.525842901762978,22.370785491185092,5.0,1,365_346,5.25,5.833333333333333,3.0,7.25
5118.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,18.0,4.0,364,0.0,0.13555586708149442,0.0,27.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,1.0,8.0,8.0,10.0,6.0,10.0,8.0,25.0,10.0,2.0,4.0,4.0,15564.0,22370.0,3.0,7.0,3.0,8.0,3.0,1.0,6.0,8.0,4.0,4.0,2.0,3.0,8.0,6.0,6.0,5.0,7.0,5.0,8.0,8.0,5.0,6.0,0.0,19.87647517889146,12.592643615831403,18.604996097942255,21.51852872316628,22.407356384168597,4.999999999999999,1,364_346,5.25,5.833333333333333,3.0,7.25
5117.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,16.0,3.0,363,0.0,0.07233957435071027,0.0,23.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,1.0,7.0,7.0,8.0,7.0,7.0,8.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,0.0,10.0,20.0,27.0,23.0,15.000000000000002,5.0,1,363_346,6.5,7.333333333333333,4.75,7.0
5116.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,1.0,2.0,362,0.0,0.27433440335414305,0.0,30.0,2.0,20.510000228881836,14.529999732971191,24.790000915527344,17.09000015258789,5.980000019073486,17.09000015258789,1.0,8.0,8.0,7.0,7.0,7.0,8.0,25.0,10.0,2.0,4.0,4.0,15604.0,22342.0,3.0,7.0,3.0,8.0,3.0,1.0,6.0,8.0,4.0,4.0,2.0,3.0,8.0,6.0,6.0,5.0,7.0,5.0,8.0,8.0,5.0,6.0,0.0,19.96753212447066,12.524350906647006,18.52759769419994,21.5048701813294,22.475649093353,5.0,1,362_346,5.25,5.833333333333333,3.0,7.25
5115.0,346,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,7.0,1.0,361,0.0,0.23843828123094596,0.0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0.0,10.0,9.0,7.0,8.0,8.0,7.0,25.0,9.0,1.0,4.0,3.0,15792.0,22210.0,4.0,6.0,2.0,9.0,3.0,1.0,6.0,8.0,4.0,4.0,2.0,2.0,8.0,5.0,5.0,5.0,8.0,4.0,8.0,8.0,5.0,5.0,0.0,20.39767976499396,12.201740176254528,18.16197219975513,21.440348035250906,22.79825982374547,4.999999999999999,1,361_346,5.25,5.5,3.0,7.0
5114.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,8.0,18.0,378,0.0,0.5899999737739563,1.0,29.0,2.0,25.0,15.0,20.0,20.0,10.0,10.0,0.0,7.0,8.0,7.0,8.0,7.0,5.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,378_345,6.5,7.333333333333333,4.75,7.0
5113.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,7.0,17.0,377,0.0,0.20000000298023224,0.0,26.0,4.0,25.0,20.0,10.0,20.0,15.0,10.0,0.0,5.0,8.0,9.0,8.0,9.0,5.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,377_345,6.5,7.333333333333333,4.75,7.0
5112.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,18.0,16.0,376,0.0,0.019999999552965164,0.0,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,0.0,4.907778829359474,7.476944707339869,6.476944707339869,6.430834122019606,5.430834122019606,3.9538894146797374,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,376_345,6.5,7.333333333333333,4.75,7.0
5111.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,16.0,15.0,375,0.0,0.009999999776482582,1.0,27.0,2.0,30.0,20.0,15.0,15.0,8.0,12.0,0.0,3.0,7.0,6.0,5.0,4.0,3.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,375_345,6.5,7.333333333333333,4.75,7.0
5110.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,2.0,14.0,374,0.0,-0.03999999910593033,0.0,30.0,4.0,50.0,10.0,10.0,10.0,5.0,15.0,0.0,6.0,5.0,6.0,4.0,4.0,5.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,374_345,6.5,7.333333333333333,4.75,7.0
5109.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,10.0,13.0,373,0.0,0.4399999976158142,0.0,29.0,3.0,75.0,5.0,5.0,10.0,0.0,5.0,1.0,7.0,8.0,9.0,10.0,6.0,6.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,373_345,6.5,7.333333333333333,4.75,7.0
5108.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,9.0,12.0,372,0.0,-0.1899999976158142,1.0,27.0,2.0,30.0,15.0,15.0,20.0,5.0,15.0,0.0,7.0,7.0,6.0,7.0,8.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,372_345,6.5,7.333333333333333,4.75,7.0
5107.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,14.0,11.0,371,0.0,0.23000000417232513,1.0,27.0,2.0,40.0,0.0,10.0,50.0,0.0,0.0,0.0,4.0,8.0,7.0,4.0,5.0,5.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,371_345,6.5,7.333333333333333,4.75,7.0
5106.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,11.0,10.0,370,0.0,0.1899999976158142,1.0,28.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,0.0,5.0,10.0,10.0,8.0,10.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,370_345,6.5,7.333333333333333,4.75,7.0
5105.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,17.0,9.0,369,1.0,0.03999999910593033,1.0,25.0,2.0,17.0,18.0,28.0,27.0,5.0,5.0,1.0,10.0,8.0,10.0,8.0,8.0,8.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,369_345,6.5,7.333333333333333,4.75,7.0
5104.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,13.0,8.0,368,1.0,0.3199999928474426,0.0,24.0,6.0,20.0,10.0,25.0,20.0,10.0,15.0,1.0,7.0,8.0,8.0,8.0,7.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,368_345,6.5,7.333333333333333,4.75,7.0
5103.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,15.0,7.0,367,0.0,0.3199999928474426,1.0,27.0,2.0,30.0,15.0,20.0,25.0,5.0,5.0,0.0,7.0,7.0,7.0,8.0,6.0,5.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,367_345,6.5,7.333333333333333,4.75,7.0
5102.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,4.0,6.0,366,1.0,0.1899999976158142,1.0,27.0,2.0,14.0,18.0,17.0,16.0,15.0,20.0,1.0,6.0,6.0,6.0,5.0,5.0,5.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,366_345,6.5,7.333333333333333,4.75,7.0
5101.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,1.0,5.0,365,0.0,0.1899999976158142,1.0,30.0,2.0,31.579999923706055,10.529999732971191,15.789999961853027,21.049999237060547,10.529999732971191,10.529999732971191,0.0,3.0,8.0,6.0,6.0,5.0,2.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,365_345,6.5,7.333333333333333,4.75,7.0
5100.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,5.0,4.0,364,1.0,0.18000000715255737,0.0,27.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,1.0,7.0,9.0,9.0,9.0,9.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,364_345,6.5,7.333333333333333,4.75,7.0
5099.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,3.0,3.0,363,0.0,0.44999998807907104,0.0,23.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,1.0,5.0,8.0,7.0,7.0,6.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,363_345,6.5,7.333333333333333,4.75,7.0
5098.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,6.0,2.0,362,0.0,0.07000000029802322,1.0,30.0,2.0,20.510000228881836,14.529999732971191,24.790000915527344,17.09000015258789,5.980000019073486,17.09000015258789,0.0,7.0,7.0,8.0,7.0,7.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,362_345,6.5,7.333333333333333,4.75,7.0
5097.0,345,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,12.0,1.0,361,0.0,0.4099999964237213,1.0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0.0,6.999999999999999,7.982246153546019,8.49112307677301,7.982246153546019,7.982246153546019,6.999999999999999,24.0,10.0,2.0,7.0,6.0,11235.0,25401.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,1,361_345,6.5,7.333333333333333,4.75,7.0
5096.0,344,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,2.0,18.0,378,0.0,0.4399999976158142,0.0,29.0,2.0,25.0,15.0,20.0,20.0,10.0,10.0,0.0,7.0,8.0,6.0,7.0,7.0,6.0,26.0,13.0,3.0,1.0,3.0,8711.0,28759.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,1,378_344,7.75,5.666666666666667,6.25,8.25
5095.0,344,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,1.0,17.0,377,1.0,0.30000001192092896,0.0,26.0,4.0,25.0,20.0,10.0,20.0,15.0,10.0,1.0,8.0,8.0,8.0,7.0,6.0,5.0,26.0,13.0,3.0,1.0,3.0,8711.0,28759.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,1,377_344,7.75,5.666666666666667,6.25,8.25
5094.0,344,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,12.0,16.0,376,0.0,-0.05999999865889549,0.0,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,0.0,7.0,9.0,7.0,7.0,7.0,7.0,26.0,13.0,3.0,1.0,3.0,8711.0,28759.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,1,376_344,7.75,5.666666666666667,6.25,8.25
5093.0,344,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,10.0,15.0,375,0.0,0.4699999988079071,0.0,27.0,2.0,30.0,20.0,15.0,15.0,8.0,12.0,0.0,3.0,5.0,7.0,5.0,7.0,5.0,26.0,13.0,3.0,1.0,3.0,8711.0,28759.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,1,375_344,7.75,5.666666666666667,6.25,8.25
5092.0,344,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,14.0,14.0,374,0.0,0.5199999809265137,0.0,30.0,4.0,50.0,10.0,10.0,10.0,5.0,15.0,0.0,6.0,4.0,5.0,6.0,4.0,5.0,26.0,13.0,3.0,1.0,3.0,8711.0,28759.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,1,374_344,7.75,5.666666666666667,6.25,8.25
5091.0,344,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,4.0,13.0,373,0.0,0.25,1.0,29.0,3.0,75.0,5.0,5.0,10.0,0.0,5.0,0.0,7.0,9.0,9.0,10.0,9.0,9.0,26.0,13.0,3.0,1.0,3.0,8711.0,28759.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,1,373_344,7.75,5.666666666666667,6.25,8.25
5090.0,344,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,3.0,12.0,372,0.0,-0.10999999940395355,0.0,27.0,2.0,30.0,15.0,15.0,20.0,5.0,15.0,0.0,7.0,7.0,7.0,8.0,7.0,7.0,26.0,13.0,3.0,1.0,3.0,8711.0,28759.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,1,372_344,7.75,5.666666666666667,6.25,8.25
5089.0,344,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,8.0,11.0,371,0.0,0.33000001311302185,0.0,27.0,2.0,40.0,0.0,10.0,50.0,0.0,0.0,0.0,4.0,8.0,7.0,3.0,7.0,5.0,26.0,13.0,3.0,1.0,3.0,8711.0,28759.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,1,371_344,7.75,5.666666666666667,6.25,8.25
5088.0,344,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,5.0,10.0,370,0.0,0.2199999988079071,0.0,28.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,0.0,6.0,6.0,8.0,5.0,7.0,6.0,26.0,13.0,3.0,1.0,3.0,8711.0,28759.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,1,370_344,7.75,5.666666666666667,6.25,8.25
5087.0,344,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,11.0,9.0,369,1.0,-0.05999999865889549,0.0,25.0,2.0,17.0,18.0,28.0,27.0,5.0,5.0,1.0,10.0,8.0,9.0,10.0,9.0,6.0,26.0,13.0,3.0,1.0,3.0,8711.0,28759.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,1,369_344,7.75,5.666666666666667,6.25,8.25
