iid_pid,iid,id,gender,idg,condtn,partner,pid,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,nb,duo
7116.0,523,15.0,0.0,29.0,2.0,4.0,534,0.14000000059604645,0.0,24.0,6.0,30.0,30.0,30.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,534_523
7117.0,523,15.0,0.0,29.0,2.0,5.0,535,0.5199999809265137,0.0,23.0,2.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,5.0,6.0,7.0,6.0,4.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,535_523
7118.0,523,15.0,0.0,29.0,2.0,6.0,536,0.49000000953674316,0.0,29.0,2.0,30.0,20.0,20.0,20.0,10.0,0.0,4.0,8.0,7.0,6.0,6.0,3.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,536_523
7119.0,523,15.0,0.0,29.0,2.0,7.0,537,0.14000000059604645,1.0,22.0,4.0,20.0,5.0,25.0,25.0,5.0,20.0,4.0,8.0,8.0,4.0,5.0,7.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,537_523
7120.0,523,15.0,0.0,29.0,2.0,8.0,538,0.38999998569488525,0.0,32.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,4.0,6.0,5.0,6.0,5.0,5.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,538_523
7121.0,523,15.0,0.0,29.0,2.0,9.0,539,-0.05000000074505806,0.0,22.0,2.0,30.0,10.0,20.0,15.0,15.0,10.0,4.0,10.0,10.0,8.0,7.0,6.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,539_523
7122.0,523,15.0,0.0,29.0,2.0,10.0,540,0.1899999976158142,0.0,24.0,2.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,3.0,2.0,4.0,2.0,1.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,540_523
7123.0,523,15.0,0.0,29.0,2.0,11.0,541,-0.05999999865889549,1.0,23.0,4.0,40.0,30.0,0.0,20.0,0.0,10.0,1.0,5.0,8.0,5.0,9.0,9.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,541_523
7124.0,523,15.0,0.0,29.0,2.0,12.0,542,0.10000000149011612,1.0,23.0,4.0,25.0,15.0,20.0,20.0,10.0,10.0,1.0,2.0,4.0,6.0,5.0,6.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,542_523
7125.0,523,15.0,0.0,29.0,2.0,13.0,543,0.36000001430511475,1.0,24.0,4.0,20.0,16.0,16.0,17.0,16.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,543_523
7126.0,523,15.0,0.0,29.0,2.0,14.0,544,-0.07000000029802322,1.0,23.0,4.0,15.0,25.0,20.0,10.0,10.0,20.0,5.0,8.0,7.0,7.0,6.0,6.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,544_523
7127.0,523,15.0,0.0,29.0,2.0,15.0,545,0.6200000047683716,0.0,24.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,3.0,7.0,7.0,4.0,6.0,1.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,545_523
7128.0,523,15.0,0.0,29.0,2.0,16.0,546,0.0,0.0,30.0,2.0,35.0,10.0,20.0,25.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,546_523
7129.0,523,15.0,0.0,29.0,2.0,17.0,547,0.1899999976158142,0.0,30.0,2.0,25.0,20.0,20.0,20.0,0.0,15.0,3.0,8.0,8.0,7.0,6.0,5.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,547_523
7130.0,523,15.0,0.0,29.0,2.0,18.0,548,0.47999998927116394,0.0,30.0,2.0,40.0,10.0,20.0,10.0,0.0,20.0,1.0,10.0,6.0,1.0,3.0,1.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,548_523
7131.0,523,15.0,0.0,29.0,2.0,19.0,549,0.4000000059604645,0.0,28.0,2.0,20.0,20.0,20.0,20.0,0.0,20.0,3.0,7.0,6.0,8.0,9.0,5.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,549_523
7132.0,523,15.0,0.0,29.0,2.0,20.0,550,0.27000001072883606,0.0,30.0,2.0,30.0,3.0,30.0,30.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,550_523
7133.0,523,15.0,0.0,29.0,2.0,21.0,551,0.550000011920929,0.0,27.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,4.0,8.0,7.0,7.0,6.0,5.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,551_523
7134.0,523,15.0,0.0,29.0,2.0,22.0,552,0.3499999940395355,0.0,25.0,2.0,70.0,0.0,15.0,15.0,0.0,0.0,2.0,7.0,9.0,8.0,7.0,8.0,27.0,9.0,4.0,3.0,2.0,10027.0,15863.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,1,552_523
7135.0,524,16.0,0.0,31.0,2.0,1.0,531,-0.15000000596046448,1.0,25.0,4.0,15.0,30.0,20.0,20.0,10.0,5.0,5.0,10.0,10.0,10.0,10.0,3.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,531_524
7136.0,524,16.0,0.0,31.0,2.0,2.0,532,-0.27000001072883606,1.0,26.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,7.0,9.0,8.0,8.0,6.0,5.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,532_524
7137.0,524,16.0,0.0,31.0,2.0,3.0,533,0.20999999344348907,0.0,26.0,2.0,25.0,25.0,25.0,13.0,12.0,0.0,8.0,8.443631524813549,8.0,8.0,7.1127369503729,7.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,533_524
7138.0,524,16.0,0.0,31.0,2.0,4.0,534,-0.17000000178813934,0.0,24.0,6.0,30.0,30.0,30.0,5.0,2.0,3.0,9.0,8.0,9.0,9.0,9.0,8.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,534_524
7139.0,524,16.0,0.0,31.0,2.0,5.0,535,0.30000001192092896,0.0,23.0,2.0,23.0,14.0,19.0,16.0,10.0,18.0,7.0,8.0,7.0,7.0,6.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,535_524
7140.0,524,16.0,0.0,31.0,2.0,6.0,536,0.5099999904632568,0.0,29.0,2.0,30.0,20.0,20.0,20.0,10.0,0.0,8.0,8.0,9.0,9.0,8.0,7.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,536_524
7141.0,524,16.0,0.0,31.0,2.0,7.0,537,0.47999998927116394,1.0,22.0,4.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,9.0,5.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,537_524
7142.0,524,16.0,0.0,31.0,2.0,8.0,538,0.3700000047683716,0.0,32.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,7.0,6.0,7.0,6.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,538_524
7143.0,524,16.0,0.0,31.0,2.0,9.0,539,0.20000000298023224,0.0,22.0,2.0,30.0,10.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,9.0,9.0,7.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,539_524
7144.0,524,16.0,0.0,31.0,2.0,10.0,540,0.03999999910593033,0.0,24.0,2.0,20.0,15.0,20.0,20.0,15.0,10.0,7.0,7.0,7.0,8.0,5.0,5.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,540_524
7145.0,524,16.0,0.0,31.0,2.0,11.0,541,-0.20000000298023224,1.0,23.0,4.0,40.0,30.0,0.0,20.0,0.0,10.0,7.0,8.0,9.0,8.0,7.0,8.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,541_524
7146.0,524,16.0,0.0,31.0,2.0,12.0,542,0.33000001311302185,1.0,23.0,4.0,25.0,15.0,20.0,20.0,10.0,10.0,6.0,7.0,7.0,6.0,7.0,7.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,542_524
7147.0,524,16.0,0.0,31.0,2.0,13.0,543,-0.30000001192092896,1.0,24.0,4.0,20.0,16.0,16.0,17.0,16.0,15.0,6.0,9.0,9.0,7.0,9.0,5.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,543_524
7148.0,524,16.0,0.0,31.0,2.0,14.0,544,0.10999999940395355,1.0,23.0,4.0,15.0,25.0,20.0,10.0,10.0,20.0,6.0,8.0,7.0,7.0,6.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,544_524
7149.0,524,16.0,0.0,31.0,2.0,15.0,545,-0.11999999731779099,0.0,24.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,6.000000000000001,7.910708861407197,7.910708861407197,6.455354430703599,7.910708861407197,6.089291138592803,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,545_524
7150.0,524,16.0,0.0,31.0,2.0,16.0,546,0.019999999552965164,0.0,30.0,2.0,35.0,10.0,20.0,25.0,5.0,5.0,7.0,7.0,6.0,7.0,6.0,7.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,546_524
7151.0,524,16.0,0.0,31.0,2.0,17.0,547,0.30000001192092896,0.0,30.0,2.0,25.0,20.0,20.0,20.0,0.0,15.0,7.0,7.0,8.0,8.0,5.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,547_524
7152.0,524,16.0,0.0,31.0,2.0,18.0,548,-0.36000001430511475,0.0,30.0,2.0,40.0,10.0,20.0,10.0,0.0,20.0,9.0,7.0,7.0,8.0,4.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,548_524
7153.0,524,16.0,0.0,31.0,2.0,19.0,549,0.1599999964237213,0.0,28.0,2.0,20.0,20.0,20.0,20.0,0.0,20.0,6.0,8.0,10.0,7.0,7.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,549_524
7154.0,524,16.0,0.0,31.0,2.0,20.0,550,0.7400000095367432,0.0,30.0,2.0,30.0,3.0,30.0,30.0,3.0,4.0,7.0,6.0,6.0,6.0,5.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,550_524
7155.0,524,16.0,0.0,31.0,2.0,21.0,551,0.46000000834465027,0.0,27.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,6.0,7.0,7.0,6.0,9.0,5.0,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,551_524
7156.0,524,16.0,0.0,31.0,2.0,22.0,552,0.5899999737739563,0.0,25.0,2.0,70.0,0.0,15.0,15.0,0.0,0.0,8.0,7.0,8.0,8.0,7.507073767613694,5.4976420774621015,25.0,4.0,4.0,9.0,6.0,48306.0,72412.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,1,552_524
7157.0,525,17.0,0.0,33.0,2.0,1.0,531,0.0,0.0,25.0,4.0,15.0,30.0,20.0,20.0,10.0,5.0,5.0,10.0,8.0,5.0,5.0,5.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,531_525
7158.0,525,17.0,0.0,33.0,2.0,2.0,532,0.12999999523162842,0.0,26.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,6.0,7.0,6.0,7.0,6.481517228131448,5.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,532_525
7159.0,525,17.0,0.0,33.0,2.0,3.0,533,0.10999999940395355,1.0,26.0,2.0,25.0,25.0,25.0,13.0,12.0,0.0,6.0,8.894355900249025,5.0,5.0,6.105644099750975,4.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,533_525
7160.0,525,17.0,0.0,33.0,2.0,4.0,534,-0.4000000059604645,0.0,24.0,6.0,30.0,30.0,30.0,5.0,2.0,3.0,5.0,5.0,7.0,5.0,5.0,4.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,534_525
7161.0,525,17.0,0.0,33.0,2.0,5.0,535,0.25999999046325684,1.0,23.0,2.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,8.0,6.0,7.0,6.0,6.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,535_525
7162.0,525,17.0,0.0,33.0,2.0,6.0,536,0.5199999809265137,1.0,29.0,2.0,30.0,20.0,20.0,20.0,10.0,0.0,5.0,8.0,6.0,6.0,7.0,3.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,536_525
7163.0,525,17.0,0.0,33.0,2.0,7.0,537,0.7799999713897705,0.0,22.0,4.0,20.0,5.0,25.0,25.0,5.0,20.0,5.0,8.0,7.0,8.0,5.0,4.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,537_525
7164.0,525,17.0,0.0,33.0,2.0,8.0,538,-0.05999999865889549,1.0,32.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,3.0,5.0,7.0,5.0,5.0,4.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,538_525
7165.0,525,17.0,0.0,33.0,2.0,9.0,539,0.10000000149011612,1.0,22.0,2.0,30.0,10.0,20.0,15.0,15.0,10.0,6.0,7.0,6.0,7.0,5.0,4.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,539_525
7166.0,525,17.0,0.0,33.0,2.0,10.0,540,0.14000000059604645,1.0,24.0,2.0,20.0,15.0,20.0,20.0,15.0,10.0,6.0,7.0,5.0,6.0,7.0,3.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,540_525
7167.0,525,17.0,0.0,33.0,2.0,11.0,541,0.25,0.0,23.0,4.0,40.0,30.0,0.0,20.0,0.0,10.0,2.0,3.0,7.0,6.0,5.0,5.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,541_525
7168.0,525,17.0,0.0,33.0,2.0,12.0,542,0.3100000023841858,0.0,23.0,4.0,25.0,15.0,20.0,20.0,10.0,10.0,2.0,6.0,7.0,6.0,5.0,4.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,542_525
7169.0,525,17.0,0.0,33.0,2.0,13.0,543,-0.07000000029802322,0.0,24.0,4.0,20.0,16.0,16.0,17.0,16.0,15.0,1.0,8.0,8.0,4.0,7.0,1.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,543_525
7170.0,525,17.0,0.0,33.0,2.0,14.0,544,-0.14000000059604645,0.0,23.0,4.0,15.0,25.0,20.0,10.0,10.0,20.0,6.0,7.0,7.0,6.0,7.0,6.0,24.0,15.0,2.0,2.0,8.0,1202.0,36510.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,1,544_525
