iid_pid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,nb,duo
6312.0,409,13.0,1.0,26.0,2.0,15.0,18.0,9.0,16.0,12.0,10.0,388,0.0,-0.03999999910593033,1.0,24.0,2.0,22.0,17.0,15.0,15.0,15.0,16.0,0.0,5.0,6.0,7.0,6.0,7.0,4.0,23.0,5.0,2.0,5.0,5.0,4923.0,55080.0,2.0,6.0,3.0,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,0.0,20.0,15.0,20.0,20.0,10.0,15.0,1,409_388
6311.0,409,13.0,1.0,26.0,2.0,15.0,18.0,13.0,16.0,16.0,9.0,387,0.0,-0.05999999865889549,1.0,25.0,2.0,20.0,15.0,25.0,15.0,15.0,10.0,1.0,8.0,8.0,9.0,8.0,8.0,7.0,23.0,5.0,2.0,5.0,5.0,0.0,55080.0,2.0,6.0,3.0,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,0.0,20.0,15.0,20.0,20.0,10.0,15.0,1,409_387
6310.0,409,13.0,1.0,26.0,2.0,15.0,18.0,14.0,16.0,17.0,8.0,386,0.0,-0.07000000029802322,1.0,26.0,2.0,15.0,10.0,30.0,10.0,15.0,20.0,0.0,7.0,8.0,7.0,7.0,7.589428761878559,5.768286285635678,23.0,5.0,2.0,5.0,5.0,4934.0,55080.0,2.0,6.0,3.0,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,0.0,20.0,15.0,20.0,20.0,10.0,15.0,1,409_386
6309.0,409,13.0,1.0,26.0,2.0,15.0,18.0,12.0,16.0,15.0,7.0,385,1.0,0.4699999988079071,1.0,25.0,2.0,25.0,20.0,20.0,20.0,10.0,5.0,1.0,9.0,9.0,9.0,9.0,9.0,7.0,23.0,5.0,2.0,5.0,5.0,4937.0,55080.0,2.0,6.0,3.0,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,0.0,20.0,15.0,20.0,20.0,10.0,15.0,1,409_385
6308.0,409,13.0,1.0,26.0,2.0,15.0,18.0,16.0,16.0,1.0,6.0,384,1.0,0.05999999865889549,1.0,23.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,1.0,7.0,10.0,10.0,6.0,8.0,7.0,23.0,5.0,2.0,5.0,5.0,5150.0,55080.0,2.0,6.0,3.0,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,0.0,20.0,15.0,20.0,20.0,10.0,15.0,1,409_384
6307.0,409,13.0,1.0,26.0,2.0,15.0,18.0,8.0,16.0,11.0,5.0,383,0.0,0.07999999821186066,1.0,27.0,2.0,25.0,20.0,10.0,20.0,15.0,10.0,0.0,1.0,7.406902688858409,7.9379351259056055,7.406902688858409,7.9379351259056055,5.406902688858408,23.0,5.0,2.0,5.0,5.0,5089.0,55080.0,2.0,6.0,3.0,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,0.0,20.0,15.0,20.0,20.0,10.0,15.0,1,409_383
6306.0,409,13.0,1.0,26.0,2.0,15.0,18.0,17.0,16.0,2.0,4.0,382,0.0,-0.30000001192092896,1.0,28.0,2.0,25.0,25.0,25.0,10.0,10.0,5.0,1.0,6.0,8.0,8.0,8.0,6.0,8.0,23.0,5.0,2.0,5.0,5.0,5076.0,55080.0,2.0,6.0,3.0,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,0.0,20.0,15.0,20.0,20.0,10.0,15.0,1,409_382
6305.0,409,13.0,1.0,26.0,2.0,15.0,18.0,5.0,16.0,8.0,3.0,381,1.0,0.36000001430511475,1.0,24.0,2.0,20.0,10.0,20.0,35.0,5.0,10.0,1.0,8.0,8.0,8.0,8.0,8.0,9.0,23.0,5.0,2.0,5.0,5.0,5097.0,55080.0,2.0,6.0,3.0,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,0.0,20.0,15.0,20.0,20.0,10.0,15.0,1,409_381
6304.0,409,13.0,1.0,26.0,2.0,15.0,18.0,4.0,16.0,7.0,2.0,380,1.0,0.07999999821186066,0.0,33.0,1.0,20.0,20.0,20.0,15.0,15.0,10.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,23.0,5.0,2.0,5.0,5.0,5044.0,55080.0,2.0,6.0,3.0,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,0.0,20.0,15.0,20.0,20.0,10.0,15.0,1,409_380
6303.0,409,13.0,1.0,26.0,2.0,15.0,18.0,7.0,16.0,10.0,1.0,379,0.0,0.1899999976158142,1.0,38.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,0.0,7.0,9.0,9.0,7.0,8.0,5.0,23.0,5.0,2.0,5.0,5.0,5067.0,55080.0,2.0,6.0,3.0,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,0.0,20.0,15.0,20.0,20.0,10.0,15.0,1,409_379
6302.0,408,12.0,1.0,24.0,2.0,15.0,18.0,6.0,7.0,18.0,18.0,396,1.0,0.2800000011920929,0.0,25.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0,1.0,8.0,9.0,9.0,9.0,8.0,6.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_396
6301.0,408,12.0,1.0,24.0,2.0,15.0,18.0,11.0,7.0,5.0,17.0,395,0.0,0.1899999976158142,0.0,33.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,0.0,7.0,7.0,7.0,9.0,7.0,5.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_395
6300.0,408,12.0,1.0,24.0,2.0,15.0,18.0,1.0,7.0,13.0,16.0,394,0.0,0.15000000596046448,0.0,24.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,0.0,7.0,7.0,8.0,7.0,7.0,5.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_394
6299.0,408,12.0,1.0,24.0,2.0,15.0,18.0,3.0,7.0,15.0,15.0,393,0.0,0.25,0.0,22.0,2.0,8.0,20.0,25.0,25.0,12.0,10.0,1.0,7.0,8.0,9.0,7.0,8.0,7.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_393
6298.0,408,12.0,1.0,24.0,2.0,15.0,18.0,15.0,7.0,9.0,14.0,392,0.0,0.28999999165534973,0.0,26.0,2.0,15.0,20.0,15.0,30.0,10.0,10.0,0.0,3.0,3.0,4.0,4.0,8.0,2.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_392
6297.0,408,12.0,1.0,24.0,2.0,15.0,18.0,10.0,7.0,4.0,13.0,391,0.0,0.09000000357627869,0.0,28.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,0.0,5.0,5.0,6.0,6.0,9.0,5.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_391
6296.0,408,12.0,1.0,24.0,2.0,15.0,18.0,18.0,7.0,12.0,12.0,390,0.0,0.25,0.0,30.0,4.0,10.0,20.0,20.0,10.0,10.0,30.0,1.0,6.0,8.0,8.0,6.0,8.0,5.500195210425969,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_390
6295.0,408,12.0,1.0,24.0,2.0,15.0,18.0,2.0,7.0,14.0,11.0,389,1.0,0.3199999928474426,0.0,21.0,2.0,20.0,30.0,20.0,20.0,0.0,10.0,1.0,9.0,10.0,10.0,10.0,10.0,10.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_389
6294.0,408,12.0,1.0,24.0,2.0,15.0,18.0,9.0,7.0,3.0,10.0,388,0.0,0.14000000059604645,0.0,24.0,2.0,22.0,17.0,15.0,15.0,15.0,16.0,0.0,6.0,6.0,6.0,6.0,7.0,5.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_388
6293.0,408,12.0,1.0,24.0,2.0,15.0,18.0,13.0,7.0,7.0,9.0,387,1.0,-0.009999999776482582,0.0,25.0,2.0,20.0,15.0,25.0,15.0,15.0,10.0,1.0,9.0,8.0,8.0,8.0,8.0,8.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_387
6292.0,408,12.0,1.0,24.0,2.0,15.0,18.0,14.0,7.0,8.0,8.0,386,0.0,-0.009999999776482582,0.0,26.0,2.0,15.0,10.0,30.0,10.0,15.0,20.0,1.0,8.0,6.0,6.0,7.0,7.0,6.757378094747905,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_386
6291.0,408,12.0,1.0,24.0,2.0,15.0,18.0,12.0,7.0,6.0,7.0,385,1.0,0.25999999046325684,0.0,25.0,2.0,25.0,20.0,20.0,20.0,10.0,5.0,1.0,10.0,10.0,8.0,10.0,10.0,10.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_385
6290.0,408,12.0,1.0,24.0,2.0,15.0,18.0,16.0,7.0,10.0,6.0,384,0.0,0.3400000035762787,0.0,23.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_384
6289.0,408,12.0,1.0,24.0,2.0,15.0,18.0,8.0,7.0,2.0,5.0,383,0.0,0.4300000071525574,0.0,27.0,2.0,25.0,20.0,10.0,20.0,15.0,10.0,0.0,7.0,6.0,5.0,5.0,4.0,7.264209560309866,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_383
6288.0,408,12.0,1.0,24.0,2.0,15.0,18.0,17.0,7.0,11.0,4.0,382,1.0,0.4300000071525574,0.0,28.0,2.0,25.0,25.0,25.0,10.0,10.0,5.0,1.0,7.0,6.0,6.0,8.0,6.0,8.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_382
6287.0,408,12.0,1.0,24.0,2.0,15.0,18.0,5.0,7.0,17.0,3.0,381,0.0,0.25999999046325684,0.0,24.0,2.0,20.0,10.0,20.0,35.0,5.0,10.0,0.0,7.0,10.0,6.0,6.0,6.0,6.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_381
6286.0,408,12.0,1.0,24.0,2.0,15.0,18.0,4.0,7.0,16.0,2.0,380,0.0,0.28999999165534973,0.0,33.0,1.0,20.0,20.0,20.0,15.0,15.0,10.0,1.0,5.0,6.0,7.0,6.0,6.0,6.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_380
6285.0,408,12.0,1.0,24.0,2.0,15.0,18.0,7.0,7.0,1.0,1.0,379,0.0,0.44999998807907104,0.0,38.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,0.0,7.0,9.0,8.0,9.0,8.0,9.0,24.0,13.0,3.0,1.0,1.0,0.0,52586.0,2.0,7.0,1.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,1,408_379
6284.0,407,11.0,1.0,22.0,2.0,15.0,18.0,6.0,5.0,2.0,18.0,396,0.0,0.4300000071525574,0.0,25.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0,1.0,6.0,8.0,8.0,5.0,4.0,6.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_396
6283.0,407,11.0,1.0,22.0,2.0,15.0,18.0,11.0,5.0,7.0,17.0,395,0.0,0.5400000214576721,1.0,33.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,1.0,6.0,9.0,8.0,6.0,6.0,9.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_395
6282.0,407,11.0,1.0,22.0,2.0,15.0,18.0,1.0,5.0,15.0,16.0,394,0.0,0.7799999713897705,1.0,24.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,0.0,6.0,9.0,8.0,6.0,7.0,7.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_394
6281.0,407,11.0,1.0,22.0,2.0,15.0,18.0,3.0,5.0,17.0,15.0,393,0.0,0.6600000262260437,1.0,22.0,2.0,8.0,20.0,25.0,25.0,12.0,10.0,1.0,8.0,8.0,8.0,8.0,8.0,7.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_393
6280.0,407,11.0,1.0,22.0,2.0,15.0,18.0,15.0,5.0,11.0,14.0,392,0.0,0.75,1.0,26.0,2.0,15.0,20.0,15.0,30.0,10.0,10.0,0.0,5.0,8.0,7.0,6.0,6.0,5.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_392
6279.0,407,11.0,1.0,22.0,2.0,15.0,18.0,10.0,5.0,6.0,13.0,391,0.0,0.3400000035762787,1.0,28.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,0.0,6.0,10.0,9.0,7.0,8.0,5.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_391
6278.0,407,11.0,1.0,22.0,2.0,15.0,18.0,18.0,5.0,14.0,12.0,390,0.0,0.7400000095367432,0.0,30.0,4.0,10.0,20.0,20.0,10.0,10.0,30.0,1.0,8.0,10.0,10.0,6.0,8.0,7.243120401127203,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_390
6277.0,407,11.0,1.0,22.0,2.0,15.0,18.0,2.0,5.0,16.0,11.0,389,0.0,0.699999988079071,1.0,21.0,2.0,20.0,30.0,20.0,20.0,0.0,10.0,0.0,9.0,10.0,6.0,6.0,6.0,6.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_389
6276.0,407,11.0,1.0,22.0,2.0,15.0,18.0,9.0,5.0,5.0,10.0,388,0.0,0.4000000059604645,1.0,24.0,2.0,22.0,17.0,15.0,15.0,15.0,16.0,0.0,6.0,8.0,8.0,6.0,8.0,5.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_388
6275.0,407,11.0,1.0,22.0,2.0,15.0,18.0,13.0,5.0,9.0,9.0,387,1.0,0.23999999463558197,1.0,25.0,2.0,20.0,15.0,25.0,15.0,15.0,10.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_387
6274.0,407,11.0,1.0,22.0,2.0,15.0,18.0,14.0,5.0,10.0,8.0,386,0.0,0.30000001192092896,1.0,26.0,2.0,15.0,10.0,30.0,10.0,15.0,20.0,1.0,8.0,8.0,8.0,7.0,8.0,6.774416729378186,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_386
6273.0,407,11.0,1.0,22.0,2.0,15.0,18.0,12.0,5.0,8.0,7.0,385,0.0,0.6800000071525574,1.0,25.0,2.0,25.0,20.0,20.0,20.0,10.0,5.0,1.0,6.0,10.0,7.0,7.0,7.0,10.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_385
6272.0,407,11.0,1.0,22.0,2.0,15.0,18.0,16.0,5.0,12.0,6.0,384,1.0,0.4399999976158142,1.0,23.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,1.0,9.0,10.0,10.0,7.0,9.0,9.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_384
6271.0,407,11.0,1.0,22.0,2.0,15.0,18.0,8.0,5.0,4.0,5.0,383,0.0,0.5099999904632568,1.0,27.0,2.0,25.0,20.0,10.0,20.0,15.0,10.0,1.0,5.0,6.0,6.0,5.0,7.511297301449251,7.44351349275374,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_383
6270.0,407,11.0,1.0,22.0,2.0,15.0,18.0,17.0,5.0,13.0,4.0,382,0.0,0.6399999856948853,1.0,28.0,2.0,25.0,25.0,25.0,10.0,10.0,5.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_382
6269.0,407,11.0,1.0,22.0,2.0,15.0,18.0,5.0,5.0,1.0,3.0,381,0.0,0.6000000238418579,1.0,24.0,2.0,20.0,10.0,20.0,35.0,5.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_381
6268.0,407,11.0,1.0,22.0,2.0,15.0,18.0,4.0,5.0,18.0,2.0,380,0.0,0.38999998569488525,0.0,33.0,1.0,20.0,20.0,20.0,15.0,15.0,10.0,1.0,5.0,7.0,7.0,7.0,7.0,7.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_380
6267.0,407,11.0,1.0,22.0,2.0,15.0,18.0,7.0,5.0,3.0,1.0,379,0.0,0.7200000286102295,1.0,38.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,1.0,7.0,9.0,8.0,7.0,7.0,9.0,24.0,14.0,2.0,1.0,1.0,7901.0,29236.0,3.0,4.0,2.0,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,1,407_379
6266.0,406,10.0,1.0,20.0,2.0,15.0,18.0,6.0,18.0,7.0,18.0,396,0.0,0.5899999737739563,1.0,25.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0,0.0,5.0,8.0,8.0,6.0,8.0,6.0,27.0,8.0,4.0,1.0,1.0,400051.0,37881.0,1.0,6.0,2.0,7.0,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,1.0,20.0,20.0,20.0,20.0,20.0,0.0,1,406_396
6265.0,406,10.0,1.0,20.0,2.0,15.0,18.0,11.0,18.0,12.0,17.0,395,1.0,0.41999998688697815,0.0,33.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,1.0,7.0,8.0,7.0,8.0,8.0,8.0,27.0,8.0,4.0,1.0,1.0,400051.0,37881.0,1.0,6.0,2.0,7.0,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,1.0,20.0,20.0,20.0,20.0,20.0,0.0,1,406_395
6264.0,406,10.0,1.0,20.0,2.0,15.0,18.0,1.0,18.0,2.0,16.0,394,0.0,0.38999998569488525,0.0,24.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,0.0,5.0,8.0,8.0,8.0,8.0,4.0,27.0,8.0,4.0,1.0,1.0,400051.0,37881.0,1.0,6.0,2.0,7.0,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,1.0,20.0,20.0,20.0,20.0,20.0,0.0,1,406_394
