,iid_pid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
1483,5321.0,357.0,17.0,0.0,33.0,2.0,14.0,18.0,6.0,6.0,8.0,9.0,369.0,0.0,0.55,0.0,25.0,2.0,17.0,18.0,28.0,27.0,5.0,5.0,0.0,6.487545487334444,7.975090974668888,8.0,6.975090974668888,6.487545487334444,5.975090974668888,27.0,5.0,9.0,4.0,10.0,10.0,30071.0,36223.0,1.0,4.0,2.0,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,1.0,1.0,15.0,20.0,20.0,20.0,20.0,5.0
1484,5320.0,357.0,17.0,0.0,33.0,2.0,14.0,18.0,6.0,6.0,4.0,8.0,368.0,1.0,0.12,0.0,24.0,6.0,20.0,10.0,25.0,20.0,10.0,15.0,1.0,7.0,9.0,8.0,8.0,7.0,7.0,27.0,5.0,9.0,4.0,10.0,10.0,30071.0,36223.0,1.0,4.0,2.0,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,1.0,1.0,15.0,20.0,20.0,20.0,20.0,5.0
1485,5319.0,357.0,17.0,0.0,33.0,2.0,14.0,18.0,6.0,6.0,6.0,7.0,367.0,0.0,0.02,0.0,27.0,2.0,30.0,15.0,20.0,25.0,5.0,5.0,0.0,6.0,7.0,8.0,6.0,6.0,5.0,27.0,5.0,9.0,4.0,10.0,10.0,30071.0,36223.0,1.0,4.0,2.0,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,1.0,1.0,15.0,20.0,20.0,20.0,20.0,5.0
1486,5318.0,357.0,17.0,0.0,33.0,2.0,14.0,18.0,6.0,6.0,13.0,6.0,366.0,0.0,0.29,0.0,27.0,2.0,14.0,18.0,17.0,16.0,15.0,20.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,27.0,5.0,9.0,4.0,10.0,10.0,30071.0,36223.0,1.0,4.0,2.0,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,1.0,1.0,15.0,20.0,20.0,20.0,20.0,5.0
1487,5317.0,357.0,17.0,0.0,33.0,2.0,14.0,18.0,6.0,6.0,10.0,5.0,365.0,0.0,0.31,0.0,30.0,2.0,31.58,10.53,15.79,21.05,10.53,10.53,1.0,6.0,8.0,8.0,9.0,7.0,6.0,27.0,5.0,9.0,4.0,10.0,10.0,30071.0,36223.0,1.0,4.0,2.0,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,1.0,1.0,15.0,20.0,20.0,20.0,20.0,5.0
1488,5316.0,357.0,17.0,0.0,33.0,2.0,14.0,18.0,6.0,6.0,14.0,4.0,364.0,0.0,-0.02,0.0,27.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,1.0,10.0,9.0,9.0,9.0,9.0,8.0,27.0,5.0,9.0,4.0,10.0,10.0,30071.0,36223.0,1.0,4.0,2.0,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,1.0,1.0,15.0,20.0,20.0,20.0,20.0,5.0
1489,5315.0,357.0,17.0,0.0,33.0,2.0,14.0,18.0,6.0,6.0,12.0,3.0,363.0,0.0,0.37,1.0,23.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,0.0,6.0,7.0,7.0,7.0,7.0,5.0,27.0,5.0,9.0,4.0,10.0,10.0,30071.0,36223.0,1.0,4.0,2.0,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,1.0,1.0,15.0,20.0,20.0,20.0,20.0,5.0
1490,5314.0,357.0,17.0,0.0,33.0,2.0,14.0,18.0,6.0,6.0,15.0,2.0,362.0,0.0,0.07,0.0,30.0,2.0,20.51,14.53,24.79,17.09,5.98,17.09,0.0,7.0,7.0,7.0,7.0,7.0,7.0,27.0,5.0,9.0,4.0,10.0,10.0,30071.0,36223.0,1.0,4.0,2.0,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,1.0,1.0,15.0,20.0,20.0,20.0,20.0,5.0
1491,5313.0,357.0,17.0,0.0,33.0,2.0,14.0,18.0,6.0,6.0,3.0,1.0,361.0,0.0,0.53,0.0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0.0,7.0,8.0,9.0,5.0,5.0,5.0,27.0,5.0,9.0,4.0,10.0,10.0,30071.0,36223.0,1.0,4.0,2.0,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,1.0,1.0,15.0,20.0,20.0,20.0,20.0,5.0
1492,5312.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,15.0,18.0,378.0,0.0,0.46,1.0,29.0,2.0,25.0,15.0,20.0,20.0,10.0,10.0,0.0,7.573535094666255,8.524511698222085,8.524511698222085,5.524511698222084,6.573535094666254,5.098046792888339,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1493,5311.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,14.0,17.0,377.0,0.0,0.18,0.0,26.0,4.0,25.0,20.0,10.0,20.0,15.0,10.0,0.0,7.543683653277389,8.51456121775913,8.51456121775913,5.514561217759129,6.543683653277389,5.0582448710365195,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1494,5310.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,7.0,16.0,376.0,0.0,-0.03,0.0,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,0.0,9.0,9.0,9.0,6.0,8.0,7.0,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1495,5309.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,5.0,15.0,375.0,0.0,0.55,1.0,27.0,2.0,30.0,20.0,15.0,15.0,8.0,12.0,1.0,6.0,8.0,8.0,5.0,5.0,3.0,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1496,5308.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,9.0,14.0,374.0,0.0,0.54,0.0,30.0,4.0,50.0,10.0,10.0,10.0,5.0,15.0,0.0,6.0,6.0,6.0,4.0,5.0,5.0,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1497,5307.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,17.0,13.0,373.0,0.0,0.02,0.0,29.0,3.0,75.0,5.0,5.0,10.0,0.0,5.0,0.0,7.433608335791709,6.735183761944465,6.735183761944465,5.470367523888932,6.102775642916699,6.470367523888932,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1498,5306.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,16.0,12.0,372.0,0.0,0.6,1.0,27.0,2.0,30.0,15.0,15.0,20.0,5.0,15.0,0.0,7.393518611100639,8.464506203700212,8.464506203700212,5.464506203700214,6.39351861110064,4.858024814800853,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1499,5305.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,3.0,11.0,371.0,0.0,0.51,1.0,27.0,2.0,40.0,0.0,10.0,50.0,0.0,0.0,0.0,7.0,7.0,6.0,2.0,4.0,3.0,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1500,5304.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,18.0,10.0,370.0,0.0,0.46,1.0,28.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,0.0,7.346649741193806,6.690589610868619,6.690589610868619,5.381179221737238,6.035884416302928,6.381179221737238,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1501,5303.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,6.0,9.0,369.0,0.0,0.42,1.0,25.0,2.0,17.0,18.0,28.0,27.0,5.0,5.0,0.0,8.023332652970101,7.0,8.0,6.4883336735149495,7.0,7.0,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1502,5302.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,2.0,8.0,368.0,0.0,-0.1,0.0,24.0,6.0,20.0,10.0,25.0,20.0,10.0,15.0,1.0,7.0,7.0,8.0,7.0,7.0,7.0,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1503,5301.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,4.0,7.0,367.0,1.0,0.21,1.0,27.0,2.0,30.0,15.0,20.0,25.0,5.0,5.0,1.0,9.0,7.0,8.0,6.0,7.0,7.0,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1504,5300.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,11.0,6.0,366.0,0.0,-0.05,1.0,27.0,2.0,14.0,18.0,17.0,16.0,15.0,20.0,0.0,8.304545870158767,7.449843403503023,8.0,7.449843403503023,7.449843403503023,7.899686807006046,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1505,5299.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,8.0,5.0,365.0,0.0,0.09,1.0,30.0,2.0,31.58,10.53,15.79,21.05,10.53,10.53,1.0,9.9,8.0,8.0,8.0,8.0,9.0,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1506,5298.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,12.0,4.0,364.0,0.0,0.45,0.0,27.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,0.0,9.0,7.0,9.0,4.0,9.0,6.0,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1507,5297.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,10.0,3.0,363.0,0.0,-0.17,0.0,23.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,0.0,9.0,7.000000000000001,8.490008265886914,5.019983468226173,7.980016531773827,6.509991734113087,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1508,5296.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,13.0,2.0,362.0,0.0,0.12,1.0,30.0,2.0,20.51,14.53,24.79,17.09,5.98,17.09,0.0,8.429782817208272,7.493028557658025,8.0,7.493028557658025,7.493028557658025,7.98605711531605,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1509,5295.0,356.0,16.0,0.0,31.0,2.0,14.0,18.0,4.0,4.0,1.0,1.0,361.0,0.0,0.14,1.0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0.0,9.0,10.0,9.0,8.0,9.0,7.0,27.0,20.0,3.0,2.0,2.0,4.0,18103.0,31516.0,1.0,7.0,2.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,15.0,25.0,20.0,20.0,0.0,20.0
1510,5294.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,11.0,18.0,378.0,0.0,0.52,1.0,29.0,2.0,25.0,15.0,20.0,20.0,10.0,10.0,1.0,7.0,8.0,5.0,8.0,6.0,5.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.0,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1511,5293.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,10.0,17.0,377.0,0.0,-0.21,0.0,26.0,4.0,25.0,20.0,10.0,20.0,15.0,10.0,0.0,7.0,6.0,6.0,7.0,6.0,5.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.0,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1512,5292.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,3.0,16.0,376.0,0.0,0.08,0.0,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,0.0,7.0,8.0,7.0,5.0,6.0,5.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.0,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1513,5291.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,1.0,15.0,375.0,0.0,0.15,1.0,27.0,2.0,30.0,20.0,15.0,15.0,8.0,12.0,0.0,2.0,4.0,4.0,2.0,5.0,2.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.0,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1514,5290.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,5.0,14.0,374.0,0.0,0.1,0.0,30.0,4.0,50.0,10.0,10.0,10.0,5.0,15.0,1.0,7.0,6.0,5.0,5.0,6.0,5.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.0,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1515,5289.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,13.0,13.0,373.0,0.0,0.44,0.0,29.0,3.0,75.0,5.0,5.0,10.0,0.0,5.0,0.0,8.0,9.0,9.0,8.0,8.0,8.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.0,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1516,5288.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,12.0,12.0,372.0,0.0,-0.01,1.0,27.0,2.0,30.0,15.0,15.0,20.0,5.0,15.0,1.0,9.0,8.0,7.0,7.0,6.0,6.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28758.999999999996,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,9.999999999999998,50.0,20.0,10.0,5.0,10.0,5.0
1517,5287.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,17.0,11.0,371.0,0.0,0.09,1.0,27.0,2.0,40.0,0.0,10.0,50.0,0.0,0.0,1.0,8.0,6.0,5.0,7.0,5.0,5.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.0,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1518,5286.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,14.0,10.0,370.0,0.0,0.25,1.0,28.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,1.0,8.0,8.0,8.0,8.0,7.0,7.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.0,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1519,5285.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,2.0,9.0,369.0,0.0,0.23,1.0,25.0,2.0,17.0,18.0,28.0,27.0,5.0,5.0,1.0,6.469446485837582,8.469446485837581,8.469446485837581,7.469446485837582,8.469446485837581,7.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.0,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1520,5284.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,16.0,8.0,368.0,0.0,0.06,0.0,24.0,6.0,20.0,10.0,25.0,20.0,10.0,15.0,0.0,7.0,8.0,7.0,8.0,7.0,7.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.0,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1521,5283.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,18.0,7.0,367.0,0.0,0.07,1.0,27.0,2.0,30.0,15.0,20.0,25.0,5.0,5.0,0.0,7.0,7.0,6.0,8.0,6.0,5.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28758.999999999996,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.000000000000002,50.0,20.0,10.0,5.0,10.0,5.0
1522,5282.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,7.0,6.0,366.0,1.0,0.53,1.0,27.0,2.0,14.0,18.0,17.0,16.0,15.0,20.0,1.0,9.0,8.0,9.0,9.0,9.0,8.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28758.999999999996,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1523,5281.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,4.0,5.0,365.0,0.0,0.65,1.0,30.0,2.0,31.58,10.53,15.79,21.05,10.53,10.53,1.0,9.0,7.0,6.0,8.0,5.0,8.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.000000000004,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,9.999999999999998,50.0,20.0,10.0,5.0,10.0,5.0
1524,5280.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,8.0,4.0,364.0,0.0,0.09,0.0,27.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,1.0,7.0,9.0,9.0,8.0,9.0,7.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.000000000004,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1525,5279.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,6.0,3.0,363.0,0.0,0.36,0.0,23.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,1.0,6.0,8.0,8.0,7.0,8.0,7.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.0,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,9.999999999999998,50.0,20.0,10.0,5.0,10.0,5.0
1526,5278.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,9.0,2.0,362.0,0.0,0.64,1.0,30.0,2.0,20.51,14.53,24.79,17.09,5.98,17.09,1.0,8.0,8.0,8.0,8.0,8.0,8.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28759.0,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
1527,5277.0,355.0,15.0,0.0,29.0,2.0,14.0,18.0,20.0,20.0,15.0,1.0,361.0,0.0,0.41,1.0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0.0,7.0,8.0,6.0,7.0,7.0,4.0,24.0,5.0,3.0,2.0,10.0,2.0,8225.0,28758.999999999996,1.0,4.0,3.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,9.999999999999998,50.0,20.0,10.0,5.0,10.0,5.0
1528,5276.0,354.0,14.0,0.0,27.0,2.0,14.0,18.0,19.0,19.0,10.0,18.0,378.0,0.0,0.36,1.0,29.0,2.0,25.0,15.0,20.0,20.0,10.0,10.0,0.0,6.0,6.0,5.0,8.0,6.0,5.0,22.0,10.0,3.0,2.0,9.0,8.0,10128.0,49409.0,1.0,6.0,1.0,3.0,10.0,10.0,10.0,10.0,8.0,8.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,1.0,20.0,10.0,20.0,20.0,20.0,10.0
1529,5275.0,354.0,14.0,0.0,27.0,2.0,14.0,18.0,19.0,19.0,9.0,17.0,377.0,0.0,0.29,0.0,26.0,4.0,25.0,20.0,10.0,20.0,15.0,10.0,0.0,6.0,7.0,6.0,8.0,5.0,4.0,22.0,10.0,3.0,2.0,9.0,8.0,10128.0,49409.0,1.0,6.0,1.0,3.0,10.0,10.0,10.0,10.0,8.0,8.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,1.0,20.0,10.0,20.0,20.0,20.0,10.0
1530,5274.0,354.0,14.0,0.0,27.0,2.0,14.0,18.0,19.0,19.0,2.0,16.0,376.0,0.0,0.11,0.0,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,0.0,6.0,8.0,7.0,4.0,6.0,6.0,22.0,10.0,3.0,2.0,9.0,8.0,10128.0,49409.0,1.0,6.0,1.0,3.0,10.0,10.0,10.0,10.0,8.0,8.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,1.0,20.0,10.0,20.0,20.0,20.0,10.0
